id,text,label,annotator1,annotator2,agree
1113,"Theo tôi, tôi phải tự học hầu hết nội dung vì bài giảng không cung cấp đủ thông tin Mong thầy cô tiếp tục phát huy.",0,0,0,True
946,"Giáo viên thiếu nhiệt tình, rõ ràng không muốn dạy và không đầu tư vào việc giảng.",0,0,0,True
141,"Theo tôi, tôi đã kỳ vọng nhiều hơn nhưng kết quả thực sự là một sự thất vọng lớn.",0,0,1,False
1586,Tài liệu tham khảo phong phú và được cập nhật thường xuyên theo xu hướng mới Hy vọng môn học sẽ tốt hơn trong tương lai.,2,2,2,True
1047,"Giáo viên giảng đủ, không quá nhiệt tình nhưng cũng không tệ.",1,1,1,True
418,"Sau khi hoàn thành môn học, nội dung môn học hợp lý, cần bổ sung thêm phần thực hành để cân đối.",1,1,1,True
851,"Sau khi hoàn thành môn học, tôi phải tự học hầu hết nội dung vì bài giảng không cung cấp đủ thông tin Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
704,"Theo ý kiến cá nhân tôi, cô giáo không có sự chuẩn bị, nhiều buổi học không có nội dung gì có giá trị.",0,0,0,True
32,"Nhìn chung, giáo viên có năng lực chuyên môn, nhưng kỹ năng giảng dạy có thể được cải thiện.",1,1,1,True
684,"Qua quá trình học, môn học này thực sự xứng đáng là một trong những môn tốt nhất của trường Tôi đã học được nhiều điều từ trải nghiệm này.",2,2,2,True
998,"Theo tôi, tôi học được những điều tối thiểu cần biết từ môn này, không nhiều không ít Mong thầy cô tiếp tục phát huy.",1,1,1,True
1619,"Thầy dạy không rõ ràng, bỏ qua nhiều phần quan trọng mà không có lý do Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
1002,"Nhìn chung, nội dung môn học hợp lý, cần bổ sung thêm phần thực hành để cân đối.",1,1,1,True
168,"Nhìn chung, môn học có nội dung nghèo nàn và hình thức tổ chức kém chuyên nghiệp.",0,0,0,True
1903,"Giáo viên luôn nhiệt tình hỗ trợ sinh viên, kể cả ngoài giờ học Mong thầy cô tiếp tục phát huy.",2,2,2,True
1643,"Nhìn chung, môn học này là một trong những môn hay nhất tôi từng học tại trường Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,2,True
1543,"Sau khi hoàn thành môn học, thầy dạy được, có một số điểm chưa rõ ràng nhưng nhìn chung là ổn Hy vọng môn học sẽ tốt hơn trong tương lai.",1,1,1,True
1311,"Tôi nghĩ rằng nội dung môn học đủ cơ bản, phương pháp giảng dạy có thể đổi mới để tốt hơn Tôi đã học được nhiều điều từ trải nghiệm này.",1,1,1,True
6,Môn học cần được cải tổ hoàn toàn về cả nội dung lẫn phương pháp giảng dạy Tôi sẽ giới thiệu cho bạn bè.,0,0,0,True
50,"Sau khi hoàn thành môn học, bài giảng đơn điệu và lặp lại, không có sự đổi mới hay sáng tạo nào.",0,0,0,True
1536,"Tôi nghĩ rằng giáo viên thường xuyên vắng mặt và không có thông báo trước, gây khó chịu Mong thầy cô tiếp tục phát huy.",0,0,0,True
1508,"Theo ý kiến cá nhân tôi, tài liệu tham khảo phong phú và được cập nhật thường xuyên theo xu hướng mới.",2,2,2,True
416,"Nhìn chung, thầy dạy rất hay, sinh viên dễ dàng nắm bắt kiến thức và không cảm thấy nhàm chán.",2,2,2,True
907,"Giáo viên thiếu nhiệt tình, rõ ràng không muốn dạy và không đầu tư vào việc giảng Mong thầy cô tiếp tục phát huy.",0,0,0,True
356,"Qua quá trình học, cô dạy ổn, sinh viên học được kiến thức cơ bản nhưng chưa thật sự ấn tượng Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
1712,"Theo ý kiến cá nhân tôi, thầy truyền đạt kiến thức đủ để sinh viên vượt qua kỳ thi, nhưng chưa sâu Mong thầy cô tiếp tục phát huy.",1,1,1,True
269,Môn học giúp tôi phát triển toàn diện cả về lý thuyết lẫn kỹ năng thực hành Hy vọng môn học sẽ tốt hơn trong tương lai.,2,2,2,True
1642,"Nhìn chung, nội dung môn học quá khó so với trình độ của sinh viên mà thiếu cơ sở tiền đề Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
645,"Trong học kỳ vừa qua, có thể cải thiện được nhưng nhìn chung không đến mức cần phải lo lắng quá Tôi sẽ giới thiệu cho bạn bè.",1,1,0,False
894,"Nhìn chung, nội dung bài giảng phong phú, đa dạng và rất có giá trị thực tiễn Tôi đã học được nhiều điều từ trải nghiệm này.",2,2,2,True
137,"Chương trình học lỗi thời, không cập nhật với xu hướng mới của ngành nghề Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
712,"Qua quá trình học, môn học phù hợp cho việc tạo nền tảng, nhưng cần làm sâu hơn ở nhiều chỗ Hy vọng môn học sẽ tốt hơn trong tương lai.",1,1,1,True
167,"Nhìn chung là được, không có gì đặc biệt nổi bật nhưng cũng không có vấn đề lớn Mong thầy cô tiếp tục phát huy.",1,1,1,True
1517,"Nội dung cũ kỹ và lạc hậu, không phù hợp với yêu cầu thực tế của thị trường Hy vọng môn học sẽ tốt hơn trong tương lai.",0,0,0,True
681,Môn học tạo được hứng thú ở một số chủ đề nhưng lại nhàm với một số chủ đề khác Tôi đã học được nhiều điều từ trải nghiệm này.,1,1,1,True
1578,"Trong học kỳ vừa qua, giáo viên thường xuyên vắng mặt và không có thông báo trước, gây khó chịu Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
1584,"Qua quá trình học, thầy dạy không rõ ràng, bỏ qua nhiều phần quan trọng mà không có lý do Mong thầy cô tiếp tục phát huy.",0,0,1,False
1541,"Cô rất kiên nhẫn với những sinh viên học chậm, không bỏ lại ai phía sau.",2,2,2,True
1214,"Theo tôi, môn học cần được xem xét và cải tổ triệt để để xứng đáng với chương trình đào tạo Mong thầy cô tiếp tục phát huy.",0,0,0,True
669,"Tôi cảm thấy được học hỏi rất nhiều từ môn học này, thực sự đáng giá Mong thầy cô tiếp tục phát huy.",2,2,2,True
333,Bài tập và dự án thực tế giúp tôi áp dụng kiến thức một cách hiệu quả Tôi đã học được nhiều điều từ trải nghiệm này.,2,2,2,True
163,"Qua quá trình học, môn học được tổ chức chuyên nghiệp, đúng giờ và đúng lịch trình đề ra.",2,2,2,True
1857,"Trong học kỳ vừa qua, môn học vừa phải, đáp ứng mục tiêu cơ bản của chương trình học Hy vọng môn học sẽ tốt hơn trong tương lai.",1,1,1,True
1256,"Theo tôi, thầy giảng dạy rất nhiệt tình, bài học dễ hiểu và có nhiều ví dụ thực tế Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,2,2,True
78,"Sau khi hoàn thành môn học, tổng thể môn học ở mức trung bình, cần đánh giá lại một số nội dung.",1,1,1,True
336,Tôi đánh giá cao chất lượng giảng dạy và sẽ tiếp tục đăng ký môn của thầy Mong thầy cô tiếp tục phát huy.,2,2,1,False
1942,"Tôi nghĩ rằng thầy dạy không có tâm, rõ ràng chỉ đến cho có mà không quan tâm đến việc giảng.",0,0,1,False
614,"Theo ý kiến cá nhân tôi, tôi rất thích cách thầy kết hợp lý thuyết với các bài tập thực hành Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,2,True
1042,"Sau khi hoàn thành môn học, thầy dạy rất hay, sinh viên dễ dàng nắm bắt kiến thức và không cảm thấy nhàm chán Mong thầy cô tiếp tục phát huy.",2,2,2,True
153,"Trong học kỳ vừa qua, giảng dạy quá máy móc và theo khuôn mẫu, thiếu sự linh hoạt và sáng tạo.",0,0,0,True
1774,"Theo ý kiến cá nhân tôi, nội dung được trình bày rõ ràng, có cấu trúc hợp lý và dễ theo dõi Tôi sẽ giới thiệu cho bạn bè.",2,2,1,False
248,"Qua quá trình học, bài giảng quá nhàm chán, giáo viên chỉ đọc slide mà không có giải thích thêm Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,0,0,True
1150,"Nhìn chung, thầy cô có kiến thức chuyên sâu và kinh nghiệm phong phú trong giảng dạy Tôi đã học được nhiều điều từ trải nghiệm này.",2,2,2,True
1751,Cô thiếu trách nhiệm với công việc giảng dạy và không quan tâm đến kết quả học tập Tôi đã học được nhiều điều từ trải nghiệm này.,0,0,0,True
865,"Sau khi hoàn thành môn học, giáo viên luôn chuẩn bị bài kỹ càng và có tâm trong từng buổi giảng Tôi đã học được nhiều điều từ trải nghiệm này.",2,2,2,True
1252,"Giáo viên giỏi chuyên môn, có kỹ năng sư phạm xuất sắc và tâm huyết với nghề Tôi sẽ giới thiệu cho bạn bè.",2,2,2,True
152,"Tôi nghĩ rằng thầy giảng quá nhanh, sinh viên không kịp ghi chép và không hiểu bài Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
1489,"Theo tôi, đây là một môn học tuyệt vời với nội dung phong phú và giáo viên tâm huyết Tôi sẽ giới thiệu cho bạn bè.",2,2,2,True
1505,"Theo ý kiến cá nhân tôi, thầy dạy được, có một số điểm chưa rõ ràng nhưng nhìn chung là ổn Tôi sẽ giới thiệu cho bạn bè.",1,1,1,True
316,"Theo ý kiến cá nhân tôi, giáo viên có năng lực chuyên môn, nhưng kỹ năng giảng dạy có thể được cải thiện.",1,1,1,True
1683,"Sau khi hoàn thành môn học, thầy có thái độ không tốt với sinh viên, tạo ra môi trường học tập tiêu cực.",0,0,1,False
211,"Trong học kỳ vừa qua, cách chấm điểm không công bằng, tiêu chí đánh giá không rõ ràng và không nhất quán.",0,0,0,True
668,Môn học cung cấp kiến thức cập nhật và phù hợp với nhu cầu ngành nghề.,2,2,2,True
788,"Theo tôi, thầy giảng được nhưng đôi khi thiếu ví dụ minh họa để làm rõ khái niệm.",1,1,1,True
1678,"Tôi nghĩ rằng thầy truyền đạt kiến thức đủ để sinh viên vượt qua kỳ thi, nhưng chưa sâu Tôi đã học được nhiều điều từ trải nghiệm này.",1,1,1,True
1633,"Sau khi hoàn thành môn học, tài liệu tham khảo phong phú và được cập nhật thường xuyên theo xu hướng mới.",2,2,2,True
373,Môn học cung cấp nền tảng vững chắc cho việc học các môn chuyên sâu sau này.,2,2,1,False
420,"Theo tôi, giáo viên giảng đủ giờ và đúng lịch, nội dung bám sát đề cương đã đề ra Hy vọng môn học sẽ tốt hơn trong tương lai.",1,1,1,True
598,"Theo ý kiến cá nhân tôi, thầy không tôn trọng ý kiến của sinh viên, lớp học thiếu sự tương tác cần thiết Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
797,Giáo viên có chuyên môn nhưng đôi khi chưa truyền đạt được thật hiệu quả.,1,1,1,True
232,"Tôi nghĩ rằng nhìn chung là được, không có gì đặc biệt nổi bật nhưng cũng không có vấn đề lớn.",1,1,1,True
1445,"Theo tôi, tôi rất buồn vì phải học môn này, nó không đem lại bất kỳ giá trị nào.",0,0,0,True
958,"Trong học kỳ vừa qua, nội dung môn học hợp lý, cần bổ sung thêm phần thực hành để cân đối.",1,1,1,True
623,"Theo ý kiến cá nhân tôi, môn học tạo được hứng thú ở một số chủ đề nhưng lại nhàm với một số chủ đề khác Hy vọng môn học sẽ tốt hơn trong tương lai.",1,1,1,True
801,"Tôi nghĩ rằng tôi học được điều cần thiết cho kỳ thi, nhưng không chắc sẽ nhớ mãi.",1,1,1,True
1391,"Theo tôi, môn học được tổ chức quá kém, lịch học thay đổi liên tục không có thông báo Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,0,0,True
1829,"Nhìn chung, môn học cung cấp kiến thức nền tảng, cần thêm ứng dụng thực tế để hoàn thiện Tôi đã học được nhiều điều từ trải nghiệm này.",1,1,1,True
28,"Qua quá trình học, thầy luôn lắng nghe và tôn trọng ý kiến của sinh viên, tạo ra không khí học tốt.",2,2,2,True
757,"Theo ý kiến cá nhân tôi, tôi học được điều cần thiết cho kỳ thi, nhưng không chắc sẽ nhớ mãi.",1,1,1,True
1046,"Qua quá trình học, nội dung môn học được biên soạn khoa học, có hệ thống và dễ nắm bắt Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,2,True
721,"Thầy không giải thích tại sao cần học nội dung này, làm mất động lực của sinh viên Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
1590,"Trong học kỳ vừa qua, môn học này là một trong những môn hay nhất tôi từng học tại trường Mong thầy cô tiếp tục phát huy.",2,2,0,False
1727,"Nhìn chung, cô giáo không biết cách tạo động lực cho sinh viên, lớp học ảm đạm và buồn tẻ Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,0,0,True
874,"Trong học kỳ vừa qua, cô không công bằng trong việc đánh giá, thiên vị một số sinh viên nhất định.",0,0,0,True
1639,"Theo tôi, nội dung môn học quá khó so với trình độ của sinh viên mà thiếu cơ sở tiền đề Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
872,"Theo ý kiến cá nhân tôi, giáo viên rất nhiệt tình, tài liệu học tập phong phú và chất lượng.",2,2,2,True
776,"Theo ý kiến cá nhân tôi, cách cô giải thích các khái niệm khó rất dễ hiểu, tôi tiếp thu nhanh hơn nhiều.",2,2,2,True
1921,"Thầy chia sẻ nhiều tài liệu bổ sung chất lượng cao, giúp sinh viên mở rộng kiến thức.",2,2,2,True
1729,"Thầy không có kinh nghiệm thực tế, toàn bộ bài giảng chỉ là lý thuyết suông.",0,0,0,True
174,"Sau khi hoàn thành môn học, cô không tôn trọng thời gian của sinh viên, thường bắt đầu muộn và kết thúc sớm Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
1174,"Theo tôi, môn học tạo được hứng thú ở một số chủ đề nhưng lại nhàm với một số chủ đề khác Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,2,False
1952,Tôi nghĩ rằng môn học có những điểm tốt và những điểm cần được xem xét lại và cải thiện Tôi đã học được nhiều điều từ trải nghiệm này.,1,1,1,True
1422,"Nhìn chung, bài giảng rõ ràng, mạch lạc, dễ hiểu và có nhiều ví dụ minh họa sinh động.",2,2,2,True
972,"Sau khi hoàn thành môn học, phương pháp đánh giá không phù hợp, tập trung quá nhiều vào học thuộc lòng Hy vọng môn học sẽ tốt hơn trong tương lai.",0,0,0,True
809,"Theo ý kiến cá nhân tôi, tôi cảm thấy được học hỏi rất nhiều từ môn học này, thực sự đáng giá.",2,2,2,True
711,"Theo tôi, môn học cần được xem xét và cải tổ triệt để để xứng đáng với chương trình đào tạo Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
880,"Nhìn chung, môn học cần được cải tổ hoàn toàn về cả nội dung lẫn phương pháp giảng dạy.",0,0,0,True
1021,Tôi nghĩ rằng thầy có thể cải thiện phong cách giảng dạy để thu hút sinh viên hơn.,1,1,0,False
1735,"Giáo viên không chuẩn bị bài giảng kỹ, nhiều lần nhầm lẫn kiến thức cơ bản Mong thầy cô tiếp tục phát huy.",0,0,0,True
819,"Sau khi hoàn thành môn học, tôi cảm thấy được học hỏi rất nhiều từ môn học này, thực sự đáng giá Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,1,False
317,"Theo tôi, thầy giảng được nhưng đôi khi thiếu ví dụ minh họa để làm rõ khái niệm Tôi sẽ giới thiệu cho bạn bè.",1,1,1,True
401,"Nhìn chung, bài kiểm tra phản ánh được phần lớn nội dung học, tuy rằng vẫn có điểm chưa cân đối.",1,1,1,True
53,"Nhìn chung, nội dung sinh động và phong phú, thầy luôn bổ sung ví dụ từ thực tế nghề nghiệp.",2,2,2,True
780,"Nhìn chung, bài giảng đơn điệu và lặp lại, không có sự đổi mới hay sáng tạo nào Mong thầy cô tiếp tục phát huy.",0,0,0,True
1745,"Sau khi hoàn thành môn học, tôi không thấy quá ấn tượng với môn học nhưng cũng không có gì để phàn nàn nhiều Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
93,"Theo ý kiến cá nhân tôi, môn học này là một trong những môn tệ nhất tôi từng học, cần cải thiện ngay Hy vọng môn học sẽ tốt hơn trong tương lai.",0,0,0,True
587,"Theo ý kiến cá nhân tôi, giáo viên thiếu nhiệt tình, rõ ràng không muốn dạy và không đầu tư vào việc giảng.",0,0,0,True
1931,"Qua quá trình học, môn học có những điểm tốt và những điểm cần được xem xét lại và cải thiện.",1,1,2,False
1320,"Nhìn chung, giáo viên giỏi chuyên môn, có kỹ năng sư phạm xuất sắc và tâm huyết với nghề Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,2,True
105,"Nhìn chung, môn học cung cấp nền tảng vững chắc cho việc học các môn chuyên sâu sau này Tôi sẽ giới thiệu cho bạn bè.",2,2,2,True
1206,"Tôi không ngờ môn học này lại thú vị và bổ ích đến vậy, cảm ơn thầy rất nhiều Mong thầy cô tiếp tục phát huy.",2,2,2,True
319,Cô tạo ra một lớp học tích cực nơi mọi sinh viên đều cảm thấy được tôn trọng.,2,2,2,True
156,"Sau khi hoàn thành môn học, thầy giảng được nhưng cần thêm thời gian để sinh viên thực hành và củng cố kiến thức Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,0,False
233,"Trong học kỳ vừa qua, tôi thấy môn học có điểm hay nhưng cũng có những điểm cần cải thiện Tôi đã học được nhiều điều từ trải nghiệm này.",1,1,1,True
1460,"Theo ý kiến cá nhân tôi, tôi cực kỳ hài lòng với môn học này và cảm thấy mình đã đầu tư đúng chỗ Mong thầy cô tiếp tục phát huy.",2,2,2,True
1869,"Cô giáo hay nghỉ dạy mà không có giáo viên thay thế, gây xáo trộn tiến độ học.",0,0,0,True
1253,"Môn học cho tôi kiến thức nền tảng cần thiết, tuy nhiên còn thiếu chiều sâu Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
1887,"Trong học kỳ vừa qua, tài liệu học đầy đủ nhưng một số phần khá trừu tượng và khó nắm bắt Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
1695,"Theo tôi, môn học này thuộc loại trung bình trong tất cả các môn tôi đã học Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
351,"Tôi nghĩ rằng thầy không giải thích tại sao cần học nội dung này, làm mất động lực của sinh viên Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
728,"Sau khi hoàn thành môn học, môn học này là lãng phí các nguồn lực của cả sinh viên lẫn nhà trường Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
981,"Theo tôi, bài kiểm tra và bài tập đánh giá đúng năng lực và kiến thức của sinh viên.",2,2,1,False
304,"Sau khi hoàn thành môn học, giáo viên không cập nhật kiến thức, chia sẻ thông tin đã lỗi thời nhiều năm Hy vọng môn học sẽ tốt hơn trong tương lai.",0,0,0,True
412,"Theo tôi, bài giảng rõ ràng, mạch lạc, dễ hiểu và có nhiều ví dụ minh họa sinh động Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,2,1,False
992,"Sau khi hoàn thành môn học, thầy tạo ra không khí học tập thoải mái nhưng nghiêm túc, rất phù hợp.",2,2,2,True
207,Cô tạo ra một lớp học tích cực nơi mọi sinh viên đều cảm thấy được tôn trọng Tôi đã học được nhiều điều từ trải nghiệm này.,2,2,2,True
221,"Cô không tôn trọng thời gian của sinh viên, thường bắt đầu muộn và kết thúc sớm Mong thầy cô tiếp tục phát huy.",0,0,0,True
713,"Giáo viên có năng lực chuyên môn, nhưng kỹ năng giảng dạy có thể được cải thiện Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
463,Phương pháp học chủ động mà cô áp dụng giúp sinh viên tiếp thu nhanh hơn Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.,2,2,2,True
886,"Theo ý kiến cá nhân tôi, bài tập không có phản hồi cụ thể từ giáo viên, sinh viên không biết mình sai chỗ nào Mong thầy cô tiếp tục phát huy.",0,0,0,True
2041,"Tôi nghĩ rằng thầy có thái độ không tốt với sinh viên, tạo ra môi trường học tập tiêu cực Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
1626,"Theo ý kiến cá nhân tôi, thầy thỉnh thoảng đi sâu vào chi tiết không cần thiết, làm loãng trọng tâm bài.",1,1,1,True
488,"Cô giáo giảng ổn, tài liệu học tập đầy đủ nhưng thiếu bài tập thực tế Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
1123,"Qua quá trình học, chất lượng giảng dạy quá thấp so với học phí mà sinh viên phải đóng Mong thầy cô tiếp tục phát huy.",0,0,0,True
22,Môn học giúp tôi phát triển toàn diện cả về lý thuyết lẫn kỹ năng thực hành.,2,2,2,True
1446,"Theo tôi, nhìn chung là được, không có gì đặc biệt nổi bật nhưng cũng không có vấn đề lớn Tôi sẽ giới thiệu cho bạn bè.",1,1,2,False
1686,Tôi nghĩ rằng tôi không hài lòng chút nào với cách tổ chức và giảng dạy môn học này Tôi đã học được nhiều điều từ trải nghiệm này.,0,0,2,False
917,"Sau khi hoàn thành môn học, thầy tạo ra không khí học tập thoải mái nhưng nghiêm túc, rất phù hợp Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,1,False
961,"Trong học kỳ vừa qua, tôi thực sự thất vọng với chất lượng giảng dạy của môn học này.",0,0,0,True
1977,Tôi nghĩ rằng tôi học được rất nhiều kỹ năng thực hành giá trị từ môn học này Mong thầy cô tiếp tục phát huy.,2,2,2,True
1500,"Sau khi hoàn thành môn học, giáo viên thường xuyên đến muộn và rút ngắn thời gian giảng dạy Tôi sẽ giới thiệu cho bạn bè.",0,0,1,False
1704,"Theo ý kiến cá nhân tôi, giáo viên có kiến thức rộng và sâu, trả lời mọi câu hỏi của sinh viên thấu đáo Mong thầy cô tiếp tục phát huy.",2,2,2,True
538,"Tôi nghĩ rằng giáo viên giảng đủ giờ và đúng lịch, nội dung bám sát đề cương đã đề ra Mong thầy cô tiếp tục phát huy.",1,1,1,True
1510,"Sau khi hoàn thành môn học, cô và lớp học ổn, không có gì phàn nàn hay khen ngợi đặc biệt.",1,1,1,True
160,"Sau khi hoàn thành môn học, cô tạo ra một lớp học tích cực nơi mọi sinh viên đều cảm thấy được tôn trọng Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,2,True
1441,"Trong học kỳ vừa qua, thầy dạy rất hay, sinh viên dễ dàng nắm bắt kiến thức và không cảm thấy nhàm chán.",2,2,2,True
1812,"Qua quá trình học, tôi học được rất nhiều kỹ năng thực hành giá trị từ môn học này.",2,2,2,True
390,"Theo ý kiến cá nhân tôi, bài giảng đủ thông tin cơ bản, không xuất sắc nhưng cũng không tệ Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
586,"Trong học kỳ vừa qua, môn học cần được xem xét và cải tổ triệt để để xứng đáng với chương trình đào tạo Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
812,Môn học này không làm tôi hứng thú lắm nhưng cũng không đến mức ghét Mong thầy cô tiếp tục phát huy.,1,1,1,True
1483,Tôi nghĩ rằng thầy không chỉ dạy kiến thức mà còn truyền cảm hứng và định hướng cho sinh viên Tôi đã học được nhiều điều từ trải nghiệm này.,2,2,2,True
494,"Nhìn chung, môn học đúng như mô tả trong đề cương, không có gì bất ngờ theo chiều nào Mong thầy cô tiếp tục phát huy.",1,1,1,True
91,"Bài giảng quá nhàm chán, giáo viên chỉ đọc slide mà không có giải thích thêm.",0,0,0,True
1194,"Nhìn chung, môn học này cung cấp đủ kiến thức nhưng cần thêm bài tập phong phú hơn.",1,1,1,True
1926,"Theo ý kiến cá nhân tôi, tôi học được rất nhiều kỹ năng thực hành giá trị từ môn học này Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,2,2,True
271,"Tôi nghĩ rằng môn học rất bổ ích, tôi học được nhiều kiến thức có thể áp dụng vào thực tế.",2,2,2,True
1680,"Theo tôi, cô giáo rất tận tâm và chu đáo, luôn giải đáp thắc mắc của sinh viên.",2,2,2,True
2049,"Theo ý kiến cá nhân tôi, tôi không hài lòng chút nào với cách tổ chức và giảng dạy môn học này Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
1177,"Chất lượng giảng dạy rất tốt, xứng đáng được nhiều sinh viên lựa chọn.",2,2,2,True
1906,"Sau khi hoàn thành môn học, môn học cung cấp kiến thức nền tảng, cần thêm ứng dụng thực tế để hoàn thiện.",1,1,1,True
618,"Tôi nghĩ rằng thầy tạo ra không khí học tập thoải mái nhưng nghiêm túc, rất phù hợp.",2,2,2,True
1212,"Nhìn chung, môn học rất phù hợp với định hướng nghề nghiệp của tôi, tôi rất hài lòng Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,2,True
854,"Tôi nghĩ rằng phương pháp đánh giá không phù hợp, tập trung quá nhiều vào học thuộc lòng.",0,0,0,True
1939,"Qua quá trình học, môn học cung cấp kiến thức nền tảng, cần thêm ứng dụng thực tế để hoàn thiện Tôi sẽ giới thiệu cho bạn bè.",1,1,1,True
385,"Theo ý kiến cá nhân tôi, thầy giảng dạy rất nhiệt tình, bài học dễ hiểu và có nhiều ví dụ thực tế Mong thầy cô tiếp tục phát huy.",2,2,2,True
1258,"Qua quá trình học, bài giảng đủ thông tin cơ bản, không xuất sắc nhưng cũng không tệ.",1,1,1,True
1638,"Theo tôi, đây là một môn học tuyệt vời với nội dung phong phú và giáo viên tâm huyết.",2,2,2,True
1813,"Theo ý kiến cá nhân tôi, cách giảng dạy của thầy rất sáng tạo và tạo hứng thú cho sinh viên Tôi đã học được nhiều điều từ trải nghiệm này.",2,2,2,True
464,"Nội dung sinh động và phong phú, thầy luôn bổ sung ví dụ từ thực tế nghề nghiệp Mong thầy cô tiếp tục phát huy.",2,2,2,True
504,"Thầy giảng quá nhanh, sinh viên không kịp ghi chép và không hiểu bài Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
738,"Thầy không tôn trọng ý kiến của sinh viên, lớp học thiếu sự tương tác cần thiết.",0,0,0,True
1758,"Cô tổ chức lớp học rất tốt, tạo điều kiện để tất cả sinh viên đều có thể tham gia Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,2,2,True
856,Môn học này không làm tôi hứng thú lắm nhưng cũng không đến mức ghét.,1,1,1,True
673,"Theo tôi, môn học cho tôi kiến thức nền tảng cần thiết, tuy nhiên còn thiếu chiều sâu Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,0,False
569,"Giáo viên thiếu chuyên môn, nhiều kiến thức sai sót và không được sửa chữa.",0,0,0,True
914,"Trong học kỳ vừa qua, giáo viên không cập nhật kiến thức, chia sẻ thông tin đã lỗi thời nhiều năm Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
796,"Qua quá trình học, cô không trả lời email của sinh viên, rất khó liên lạc khi cần hỗ trợ Hy vọng môn học sẽ tốt hơn trong tương lai.",0,0,2,False
231,"Nhìn chung, thầy không tôn trọng ý kiến của sinh viên, lớp học thiếu sự tương tác cần thiết.",0,0,0,True
758,"Sau khi hoàn thành môn học, môn học rất phù hợp với định hướng nghề nghiệp của tôi, tôi rất hài lòng.",2,2,2,True
1593,"Thầy là người thầy tuyệt vời, tận tâm và am hiểu sâu về lĩnh vực chuyên môn Tôi đã học được nhiều điều từ trải nghiệm này.",2,2,2,True
1874,"Tôi nghĩ rằng bài kiểm tra không liên quan đến những gì được dạy, điểm số không phản ánh nỗ lực.",0,0,0,True
2048,"Nhìn chung, tôi thấy môn học này thực sự có ích, giúp tôi hiểu sâu hơn về chuyên ngành.",2,2,2,True
2009,"Qua quá trình học, bài kiểm tra không liên quan đến những gì được dạy, điểm số không phản ánh nỗ lực.",0,0,0,True
1307,"Sau khi hoàn thành môn học, môn học không có gì đặc biệt nhưng cũng không có vấn đề gì quá lớn cần chỉ ra Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
1544,"Qua quá trình học, môn học giúp tôi hiểu rõ hơn về lĩnh vực chuyên ngành và định hướng tương lai Tôi sẽ giới thiệu cho bạn bè.",2,2,2,True
